model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified,family_raw,group,pred,lo,hi,inside_90,ae,ae_baseline
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,winogrande,1267,69.38,70.48,1.1,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.8349222797927462,1.4885189718482255
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,ifeval,541,43.05,34.9,-8.15,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,7.415077720207254,7.761481028151775
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,bbh,6511,47.16,45.36,-1.8,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.0650777202072539,1.411481028151775
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,musr,756,45.14,44.2,-0.94,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.2050777202072538,0.5514810281517747
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,mmlu_pro,12032,34.86,35.09,0.23,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.9649222797927461,0.6185189718482252
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,humaneval,164,78.9,79.0,0.1,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.8349222797927461,0.48851897184822524
RedHatAI/DeepSeek-R1-Distill-Qwen-14B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-14B,other,14.0,0,w4a16,4,16,int,smoothquant+gptq,humaneval_plus,164,72.6,72.8,0.2,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.9349222797927461,0.5885189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,gpqa,448,64.05,63.79,-0.26,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.47492227979274615,0.12851897184822525
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,arc_challenge,1172,64.59,63.65,-0.94,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.2050777202072538,0.5514810281517747
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,gsm8k,1319,82.71,84.38,1.67,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,2.4049222797927463,2.0585189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,hellaswag,10042,83.8,83.32,-0.48,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.2549222797927462,0.09148102815177472
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,mmlu,14042,81.12,80.91,-0.21,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.5249222797927462,0.17851897184822527
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,truthfulqa,817,58.41,58.54,0.13,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.8649222797927462,0.5185189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,winogrande,1267,76.4,75.14,-1.26,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.5250777202072539,0.8714810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,bbh,6511,57.96,57.54,-0.42,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.3149222797927462,0.031481028151774726
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,musr,756,43.95,44.34,0.39,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.124922279792746,0.7785189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,mmlu_pro,12032,49.82,48.43,-1.39,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6550777202072537,1.0014810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,humaneval,164,86.0,86.0,0.0,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.7349222797927462,0.38851897184822526
RedHatAI/DeepSeek-R1-Distill-Qwen-32B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-32B,other,32.0,0,w4a16,4,16,int,smoothquant+gptq,humaneval_plus,164,82.0,80.6,-1.4,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6650777202072538,1.0114810281517745
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,gpqa,448,50.53,50.65,0.12,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.4402577319587629,0.5085189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,arc_challenge,1172,50.51,50.51,0.0,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.3202577319587629,0.38851897184822526
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,gsm8k,1319,78.62,79.83,1.21,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,False,1.530257731958763,1.5985189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,hellaswag,10042,61.9,61.62,-0.28,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.040257731958762866,0.10851897184822523
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,mmlu,14042,54.19,53.76,-0.43,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.1097422680412371,0.041481028151774735
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,truthfulqa,817,45.55,46.14,0.59,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.9102577319587628,0.9785189718482252
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,winogrande,1267,61.56,60.54,-1.02,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.6997422680412371,0.6314810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,ifeval,541,39.38,40.2,0.82,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,1.1402577319587628,1.2085189718482252
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,humaneval,164,40.8,39.5,-1.3,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.9797422680412371,0.9114810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-7B-quantized.w8a8,DeepSeek-R1-Distill-Qwen-7B,other,7.0,0,w8a8_int,8,8,int,smoothquant+gptq,humaneval_plus,164,38.5,37.2,-1.3,arith,1,other,deepseek-r1-distill,-0.3202577319587629,-1.71,1.069484536082474,True,0.9797422680412371,0.9114810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,gpqa,448,35.37,33.16,-2.21,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.4750777202072538,1.8214810281517746
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,arc_challenge,1172,37.2,35.84,-1.36,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6250777202072539,0.9714810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,gsm8k,1319,69.98,68.01,-1.97,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.2350777202072538,1.5814810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,hellaswag,10042,43.86,42.38,-1.48,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.7450777202072538,1.0914810281517746
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,mmlu,14042,37.38,36.98,-0.4,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.33492227979274614,0.011481028151774764
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,truthfulqa,817,45.21,46.68,1.47,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,2.204922279792746,1.8585189718482251
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,winogrande,1267,54.3,55.49,1.19,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.924922279792746,1.5785189718482253
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,ifeval,541,34.63,34.21,-0.42,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.3149222797927462,0.031481028151774726
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,humaneval,164,37.9,35.7,-2.2,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.465077720207254,1.8114810281517748
RedHatAI/DeepSeek-R1-Distill-Qwen-1.5B-quantized.w4a16,DeepSeek-R1-Distill-Qwen-1.5B,other,1.5,0,w4a16,4,16,int,smoothquant+gptq,humaneval_plus,164,33.0,31.9,-1.1,arith,1,other,deepseek-r1-distill,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.36507772020725393,0.7114810281517748
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,arc_challenge,1172,69.37,68.34,-1.03,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.29507772020725387,0.6414810281517748
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,hellaswag,10042,85.23,84.95,-0.28,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.45492227979274613,0.10851897184822523
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,mmlu,14042,80.54,80.34,-0.2,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.5349222797927462,0.18851897184822525
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,truthfulqa,817,61.41,61.3,-0.11,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6249222797927462,0.27851897184822527
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,winogrande,1267,77.9,77.11,-0.79,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.05507772020725388,0.4014810281517748
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,ifeval,541,86.9,86.47,-0.43,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.30492227979274616,0.041481028151774735
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,bbh,6511,65.13,64.78,-0.35,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.3849222797927462,0.03851897184822528
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,math_lvl5,1324,57.78,57.33,-0.45,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.28492227979274615,0.06148102815177475
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,gpqa,448,31.88,31.88,0.0,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.7349222797927462,0.38851897184822526
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,musr,756,42.2,42.59,0.39,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.124922279792746,0.7785189718482253
RedHatAI/Llama-4-Scout-17B-16E-Instruct-quantized.w4a16,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,w4a16,4,16,int,unknown,mmlu_pro,12032,55.7,54.96,-0.74,arith,1,llama-4,llama-4,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.005077720207253833,0.35148102815177473
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,69.37,69.62,0.25,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.2977,0.6385189718482253
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,90.45,89.76,-0.69,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.6423,0.3014810281517747
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,85.23,85.18,-0.05,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.0022999999999999965,0.33851897184822527
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,80.54,80.49,-0.05,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.0022999999999999965,0.33851897184822527
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,61.41,60.9,-0.51,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.4623,0.12148102815177475
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,77.9,77.03,-0.87,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.8223,0.48148102815177474
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,ifeval,541,86.9,87.69,0.79,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.8377,1.1785189718482254
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,bbh,6511,65.13,65.01,-0.12,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.07229999999999999,0.26851897184822526
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,57.78,57.1,-0.68,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.6323000000000001,0.2914810281517748
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,gpqa,448,31.88,32.05,0.17,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.2177,0.5585189718482253
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,musr,756,42.2,43.12,0.92,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.9677,1.3085189718482253
RedHatAI/Llama-4-Scout-17B-16E-Instruct-FP8-dynamic,Llama-4-Scout-17B-16E-Instruct,llama-4,17.0,1,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,55.7,55.6,-0.1,arith,1,llama-4,llama-4,-0.047700000000000006,-1.44,1.3445999999999998,True,0.0523,0.2885189718482253
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a8,SmolLM-1.7B-Instruct,other,1.7,1,w8a8_int,8,8,int,gptq,mmlu,14042,28.1,27.54,-0.56,arith,1,other,smollm,-0.3202577319587629,-1.71,1.069484536082474,True,0.23974226804123716,0.1714810281517748
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a8,SmolLM-1.7B-Instruct,other,1.7,1,w8a8_int,8,8,int,gptq,arc_challenge,1172,49.06,48.98,-0.08,arith,1,other,smollm,-0.3202577319587629,-1.71,1.069484536082474,True,0.24025773195876288,0.30851897184822524
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a8,SmolLM-1.7B-Instruct,other,1.7,1,w8a8_int,8,8,int,gptq,hellaswag,10042,66.96,66.25,-0.71,arith,1,other,smollm,-0.3202577319587629,-1.71,1.069484536082474,True,0.38974226804123707,0.3214810281517747
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a8,SmolLM-1.7B-Instruct,other,1.7,1,w8a8_int,8,8,int,gptq,winogrande,1267,61.01,60.54,-0.47,arith,1,other,smollm,-0.3202577319587629,-1.71,1.069484536082474,True,0.14974226804123708,0.08148102815177471
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a8,SmolLM-1.7B-Instruct,other,1.7,1,w8a8_int,8,8,int,gptq,truthfulqa,817,40.48,40.21,-0.27,arith,1,other,smollm,-0.3202577319587629,-1.71,1.069484536082474,True,0.050257731958762875,0.11851897184822524
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,SmolLM-1.7B-Instruct,other,1.7,1,w8a16,8,16,int,gptq,mmlu,14042,28.1,28.42,0.32,arith,1,other,smollm,-0.08406976744186047,-0.98,0.8118604651162791,True,0.40406976744186046,0.7085189718482252
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,SmolLM-1.7B-Instruct,other,1.7,1,w8a16,8,16,int,gptq,arc_challenge,1172,49.06,49.32,0.26,arith,1,other,smollm,-0.08406976744186047,-0.98,0.8118604651162791,True,0.34406976744186046,0.6485189718482253
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,SmolLM-1.7B-Instruct,other,1.7,1,w8a16,8,16,int,gptq,hellaswag,10042,66.96,66.89,-0.07,arith,1,other,smollm,-0.08406976744186047,-0.98,0.8118604651162791,True,0.014069767441860462,0.31851897184822525
RedHatAI/SmolLM-1.7B-Instruct-quantized.w8a16,SmolLM-1.7B-Instruct,other,1.7,1,w8a16,8,16,int,gptq,winogrande,1267,61.01,61.17,0.16,arith,1,other,smollm,-0.08406976744186047,-0.98,0.8118604651162791,True,0.24406976744186049,0.5485189718482253
RedHatAI/SmolLM3-3B-quantized.w4a16,SmolLM3-3B,other,3.0,0,w4a16,4,16,int,unknown,gpqa,448,41.22,41.86,0.64,arith,1,other,smollm3,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.374922279792746,1.0285189718482253
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,mmlu,14042,77.67,76.11,-1.56,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.8250777202072539,1.1714810281517747
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,arc_challenge,1172,63.4,62.97,-0.43,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.30492227979274616,0.041481028151774735
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,gsm8k,1319,87.26,86.66,-0.6,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.13492227979274618,0.21148102815177472
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,hellaswag,10042,54.33,54.76,0.43,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.164922279792746,0.8185189718482253
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,winogrande,1267,66.77,64.33,-2.44,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.7050777202072538,2.0514810281517746
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,truthfulqa,817,56.27,54.76,-1.51,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.7750777202072539,1.1214810281517749
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,mmlu_pro,12032,47.45,45.38,-2.07,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,1.3350777202072537,1.6814810281517745
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,ifeval,541,86.26,84.86,-1.4,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,True,0.6650777202072538,1.0114810281517745
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,bbh,6511,34.81,28.12,-6.69,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,5.955077720207254,6.301481028151775
RedHatAI/Qwen3-30B-A3B-quantized.w4a16,Qwen3-30B-A3B,qwen3,30.0,0,w4a16,4,16,int,gptq,math_lvl5,1324,52.14,56.99,4.85,arith,1,qwen3,qwen3-30b-a3b,-0.7349222797927462,-2.8698445595854922,1.3999999999999997,False,5.584922279792746,5.238518971848225
