model,base_model,family,params_b,is_instruct,scheme,weight_bits,act_bits,num_type,method,benchmark,n_items,acc_before,acc_after,delta,orient_src,verified
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,gsm8k,1319,88.63,89.16,0.53,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,hellaswag,10042,87.53,87.49,-0.04,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,winogrande,1267,82.56,82.56,0.0,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a16,Qwen2.5-72B,qwen2.5,72.0,0,w8a16,8,16,int,gptq,truthfulqa,817,60.44,60.3,-0.14,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,mmlu,14042,86.05,85.68,-0.37,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,68.26,68.17,-0.09,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,gsm8k,1319,88.63,88.63,0.0,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,hellaswag,10042,87.53,87.53,0.0,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,winogrande,1267,82.56,81.77,-0.79,arith,1
RedHatAI/Qwen2.5-72B-quantized.w8a8,Qwen2.5-72B,qwen2.5,72.0,0,w8a8_int,8,8,int,unknown,truthfulqa,817,60.44,60.49,0.05,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,74.15,74.26,0.11,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,59.39,59.39,0.0,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,79.76,80.74,0.98,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,80.17,80.13,-0.04,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,75.69,75.3,-0.39,arith,1
RedHatAI/Qwen2.5-7B-FP8-dynamic,Qwen2.5-7B,qwen2.5,7.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,56.38,56.18,-0.2,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,mmlu,14042,74.24,74.04,-0.2,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,63.4,63.14,-0.26,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,80.36,80.06,-0.3,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,81.52,81.11,-0.41,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,winogrande,1267,74.66,74.43,-0.23,arith,1
RedHatAI/Qwen2.5-7B-Instruct-FP8-dynamic,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,64.76,64.87,0.11,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,mmlu,14042,74.24,73.19,-1.05,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,arc_challenge,1172,63.4,63.23,-0.17,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,gsm8k,1319,80.36,80.59,0.23,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,hellaswag,10042,81.52,80.65,-0.87,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,winogrande,1267,74.66,74.19,-0.47,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w4a16,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w4a16,4,16,int,gptq,truthfulqa,817,64.76,64.27,-0.49,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,mmlu,14042,74.24,73.87,-0.37,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,arc_challenge,1172,63.4,63.23,-0.17,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,gsm8k,1319,80.36,80.74,0.38,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,hellaswag,10042,81.52,81.06,-0.46,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,winogrande,1267,74.66,74.82,0.16,arith,1
RedHatAI/Qwen2.5-7B-Instruct-quantized.w8a8,Qwen2.5-7B-Instruct,qwen2.5,7.0,1,w8a8_int,8,8,int,smoothquant+gptq,truthfulqa,817,64.76,64.58,-0.18,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,mmlu,14042,74.15,73.47,-0.68,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,arc_challenge,1172,59.39,58.7,-0.69,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,gsm8k,1319,79.76,79.08,-0.68,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,hellaswag,10042,80.17,79.39,-0.78,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,winogrande,1267,75.69,76.01,0.32,arith,1
RedHatAI/Qwen2.5-7B-quantized.w4a16,Qwen2.5-7B,qwen2.5,7.0,0,w4a16,4,16,int,gptq,truthfulqa,817,56.38,55.48,-0.9,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a16,Qwen2.5-7B,qwen2.5,7.0,0,w8a16,8,16,int,gptq,mmlu,14042,74.15,74.41,0.26,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a16,Qwen2.5-7B,qwen2.5,7.0,0,w8a16,8,16,int,gptq,gsm8k,1319,79.76,80.44,0.68,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a16,Qwen2.5-7B,qwen2.5,7.0,0,w8a16,8,16,int,gptq,hellaswag,10042,80.17,80.25,0.08,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a16,Qwen2.5-7B,qwen2.5,7.0,0,w8a16,8,16,int,gptq,winogrande,1267,75.69,75.37,-0.32,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a16,Qwen2.5-7B,qwen2.5,7.0,0,w8a16,8,16,int,gptq,truthfulqa,817,56.38,56.28,-0.1,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,mmlu,14042,74.15,73.66,-0.49,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,arc_challenge,1172,59.39,59.13,-0.26,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,gsm8k,1319,79.76,79.83,0.07,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,hellaswag,10042,80.17,79.95,-0.22,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,winogrande,1267,75.69,75.22,-0.47,arith,1
RedHatAI/Qwen2.5-7B-quantized.w8a8,Qwen2.5-7B,qwen2.5,7.0,0,w8a8_int,8,8,int,unknown,truthfulqa,817,56.38,56.38,0.0,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,76.81,76.47,-0.34,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,61.6,61.95,0.35,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,67.63,66.19,-1.44,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,55.09,56.46,1.37,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,62.51,63.61,1.1,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,55.39,55.59,0.2,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,ifeval,541,87.48,87.78,0.3,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,bbh,6511,40.4,40.37,-0.03,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,54.18,54.31,0.13,arith,1
RedHatAI/Qwen3-14B-FP8-dynamic,Qwen3-14B,qwen3,14.0,0,fp8_dynamic,8,8,fp,rtn,gpqa,448,61.62,64.14,2.52,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,arc_challenge,1172,67.32,67.06,-0.26,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,gsm8k,1319,88.7,88.25,-0.45,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,hellaswag,10042,79.62,78.24,-1.38,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,mmlu,14042,78.86,77.23,-1.63,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,truthfulqa,817,58.59,58.49,-0.1,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,winogrande,1267,73.72,73.8,0.08,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,bbh,6511,59.45,56.78,-2.67,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,mmlu_pro,12032,44.39,41.15,-3.24,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,musr,756,38.62,37.83,-0.79,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,ifeval,541,89.45,90.41,0.96,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,gpqa,448,27.43,26.59,-0.84,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,math_lvl5,1324,57.33,53.4,-3.93,arith,1
RedHatAI/Qwen3-14B-NVFP4,Qwen3-14B,qwen3,14.0,0,nvfp4,4,4,fp,rtn,humaneval,164,90.74,89.87,-0.87,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,mmlu,14042,76.81,75.9,-0.91,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,arc_challenge,1172,61.6,61.52,-0.08,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,gsm8k,1319,67.63,71.57,3.94,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,hellaswag,10042,55.09,57.96,2.87,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,truthfulqa,817,55.39,56.3,0.91,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,mmlu_pro,12032,44.59,42.39,-2.2,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,bbh,6511,40.4,38.74,-1.66,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,math_lvl5,1324,54.18,55.05,0.87,arith,1
RedHatAI/Qwen3-14B-quantized.w4a16,Qwen3-14B,qwen3,14.0,0,w4a16,4,16,int,gptq,gpqa,448,61.62,61.11,-0.51,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,80.96,80.89,-0.07,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,69.03,68.0,-1.03,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,87.64,88.32,0.68,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,71.1,71.44,0.34,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,69.77,69.85,0.08,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,58.63,59.13,0.5,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,54.24,54.78,0.54,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,ifeval,541,86.23,86.23,0.0,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,bbh,6511,44.29,43.7,-0.59,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,54.61,57.26,2.65,arith,1
RedHatAI/Qwen3-32B-FP8-dynamic,Qwen3-32B,qwen3,32.0,0,fp8_dynamic,8,8,fp,rtn,gpqa,448,66.67,68.69,2.02,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,arc_challenge,1172,70.65,70.22,-0.43,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,gsm8k,1319,74.15,74.68,0.53,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,hellaswag,10042,84.0,83.33,-0.67,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,mmlu,14042,81.84,81.23,-0.61,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,truthfulqa,817,59.36,58.92,-0.44,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,winogrande,1267,75.93,76.8,0.87,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,bbh,6511,62.35,60.72,-1.63,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,mmlu_pro,12032,54.39,51.13,-3.26,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,musr,756,39.29,41.01,1.72,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,ifeval,541,88.97,87.29,-1.68,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,gpqa,448,30.12,30.29,0.17,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,math_lvl5,1324,58.99,56.27,-2.72,arith,1
RedHatAI/Qwen3-32B-NVFP4,Qwen3-32B,qwen3,32.0,0,nvfp4,4,4,fp,rtn,humaneval,164,90.14,90.4,0.26,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,mmlu,14042,80.96,80.36,-0.6,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,arc_challenge,1172,69.03,68.69,-0.34,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,gsm8k,1319,87.64,85.97,-1.67,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,hellaswag,10042,71.1,71.18,0.08,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,truthfulqa,817,58.63,58.86,0.23,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,mmlu_pro,12032,54.24,52.63,-1.61,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,ifeval,541,86.23,85.53,-0.7,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,bbh,6511,44.29,41.07,-3.22,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,math_lvl5,1324,54.61,55.38,0.77,arith,1
RedHatAI/Qwen3-32B-quantized.w4a16,Qwen3-32B,qwen3,32.0,0,w4a16,4,16,int,gptq,gpqa,448,66.67,66.67,0.0,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,mmlu,14042,71.95,72.3,0.35,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,arc_challenge,1172,61.69,61.6,-0.09,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,gsm8k,1319,75.97,80.52,4.55,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,hellaswag,10042,56.52,55.95,-0.57,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,winogrande,1267,65.98,66.22,0.24,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,truthfulqa,817,53.17,52.39,-0.78,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,mmlu_pro,12032,34.57,37.82,3.25,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,ifeval,541,84.77,84.56,-0.21,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,bbh,6511,25.47,27.2,1.73,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,math_lvl5,1324,51.05,51.9,0.85,arith,1
RedHatAI/Qwen3-8B-FP8-dynamic,Qwen3-8B,qwen3,8.0,0,fp8_dynamic,8,8,fp,rtn,gpqa,448,58.59,61.11,2.52,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,arc_challenge,1172,64.76,63.91,-0.85,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,gsm8k,1319,87.26,86.73,-0.53,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,hellaswag,10042,76.68,75.34,-1.34,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,mmlu,14042,74.97,73.07,-1.9,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,truthfulqa,817,54.42,55.07,0.65,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,winogrande,1267,71.43,68.43,-3.0,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,bbh,6511,47.46,49.33,1.87,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,mmlu_pro,12032,34.64,27.49,-7.15,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,musr,756,40.61,42.86,2.25,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,ifeval,541,87.89,87.65,-0.24,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,gpqa,448,25.17,26.34,1.17,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,math_lvl5,1324,53.55,50.83,-2.72,arith,1
RedHatAI/Qwen3-8B-NVFP4,Qwen3-8B,qwen3,8.0,0,nvfp4,4,4,fp,smoothquant,humaneval,164,86.51,85.32,-1.19,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,mmlu,14042,71.95,69.74,-2.21,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,arc_challenge,1172,61.69,61.77,0.08,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,gsm8k,1319,75.97,78.62,2.65,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,hellaswag,10042,56.52,57.79,1.27,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,winogrande,1267,65.98,66.22,0.24,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,truthfulqa,817,53.17,53.71,0.54,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,mmlu_pro,12032,34.57,25.71,-8.86,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,ifeval,541,84.77,85.44,0.67,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,bbh,6511,25.47,21.17,-4.3,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,math_lvl5,1324,51.05,51.38,0.33,arith,1
RedHatAI/Qwen3-8B-quantized.w4a16,Qwen3-8B,qwen3,8.0,0,w4a16,4,16,int,gptq,gpqa,448,58.59,55.56,-3.03,arith,1
